"titulo";"localizacion";"precio";"ascensor";"baños";"trastero";"piso";"habitaciones";"metros_reales";"condicion";"armarios_empotrados";"terraza";"balcon";"garaje";"calefaccion";"aire_acondicionado";"newLocation";"region";"buy_sell_price";"gross_profitability"
"Alquiler de Piso en Mar negro";"Los Cuarteros";550;1;1;1;"Primero";2;90;"Segunda mano/buen estado";1;1;1;1;1;1;"los cuarteros";NA;140983;4.68141548981083
"Alquiler de Piso en calle los Acróbatas, Cartagena s/n";"Lentiscar";525;0;2;1;"Primero";2;80;"Segunda mano/buen estado";1;1;0;1;1;1;"lentiscar";"Region from Substring Match";176202;3.57544182245377
"Alquiler de Piso en calle Vista Alegre";"Vista Alegre";700;0;1;0;"Bajo";1;60;"Segunda mano/buen estado";1;0;0;0;1;1;"vista alegre";NA;87865;9.56012063961759
"Alquiler de Piso en calle de la Seda";"San Antón";750;1;1;0;"Intermedios";3;95;"Segunda mano/buen estado";0;0;1;0;0;0;"san anton";NA;86577;10.3953705949617
"Alquiler de Piso en Las Lomas-Las Yucas";"Águilas";600;1;2;0;"Ultimos_pisos";2;98;"Segunda mano/buen estado";1;1;0;1;1;0;"las lomas-las yucas";NA;234666;3.0681905346322
"Alquiler de Piso en ronda Norte, 18";"Santa María de Gracia";720;1;1;0;"Ultimos_pisos";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"santa maria de gracia";NA;140384;6.15454752678368
"Alquiler de Piso en calle Honda, 15";"La Ñora";750;0;2;0;"Bajo";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"la nora";NA;112982;7.96587066966419
"Alquiler de Piso en calle Santa Marta, 1";"Santa María de Gracia";1050;1;2;0;"Ultimos_pisos";3;100;"Segunda mano/buen estado";1;0;0;0;0;1;"santa maria de gracia";NA;236253;5.3332656093256
"Alquiler de Piso en calle Mero, 56";"Roldán";725;1;1;0;"Bajo";2;90;"Segunda mano/buen estado";1;1;0;1;1;1;"roldan";NA;105459;8.24965152334082
"Alquiler de Piso en avenida de la Fama, 10";"Vistabella";650;0;1;0;"Intermedios";3;65;"Segunda mano/buen estado";0;1;1;0;1;1;"vistabella";NA;111775;6.97830462983672
"Alquiler de Piso en avenida Romería de la Virgen del Carmen";"San Pedro del Pinatar";600;1;1;1;"Otro";2;70;"Segunda mano/buen estado";1;0;0;0;0;1;"san pedro del pinatar";"San Pedro del Pinatar";98358;7.32019764533642
"Alquiler de Piso en calle Río Gueña";"Los Narejos-Punta Calera";750;1;2;1;"Otro";2;70;"Segunda mano/buen estado";1;0;0;1;0;1;"los narejos-punta calera";NA;139294;6.46115410570448
"Alquiler de Piso en calle Ricardo Gil";"El Carmen";850;1;2;0;"Intermedios";4;100;"Segunda mano/buen estado";1;0;0;0;0;0;"el carmen";NA;156210;6.52967159592856
"Alquiler de Piso en calle Jerónimo de Roda, 1";"San Miguel";950;1;2;0;"Intermedios";3;100;"Segunda mano/buen estado";1;0;0;0;1;1;"san miguel";NA;178736;6.37812192283592
"Alquiler de Piso en avenida Julietta Orbaiceta";"Playa Honda-Playa Paraíso";550;1;2;0;"Ultimos_pisos";3;89;"Segunda mano/buen estado";1;1;0;0;0;0;"playa honda-playa paraiso";NA;236226;2.79393462192985
"Alquiler de Piso en calle Isla de Ibiza, 3";"Los Alcázares";800;1;1;0;"Primero";2;75;"Segunda mano/buen estado";1;1;0;0;0;1;"los alcazares";"Los Alcázares";125490;7.65001195314368
"Alquiler de Ático en calle Marqués de Torre Pacheco";"Santiago de la Ribera";500;0;2;0;"Intermedios";4;110;"Segunda mano/buen estado";1;1;1;0;1;1;"santiago de la ribera";NA;211830;2.83245999150262
"Alquiler de Piso en Casco Antiguo";"casco antiguo";880;1;1;0;"Intermedios";4;100;"Segunda mano/buen estado";0;0;0;0;0;0;"casco antiguo";NA;76182;13.8615420965582
"Alquiler de Piso en calle de la Gloria, 4";"San Juan";1000;1;2;0;"Primero";4;100;"Segunda mano/buen estado";1;0;0;0;0;0;"san juan";NA;168141;7.13686727211091
"Alquiler de Piso en ronda Del Golf";"Corvera";700;1;2;0;"Bajo";2;77;"Segunda mano/buen estado";1;1;0;1;1;1;"corvera";NA;157062;5.34820644076861
"Alquiler de Piso en calle Azorín, 3";"Santa María de Gracia";800;0;1;0;"Intermedios";3;80;"Segunda mano/buen estado";0;0;0;0;0;1;"santa maria de gracia";NA;74736;12.8452151573539
"Alquiler de Piso en Pascual Amat, 2";"Yecla";500;1;2;1;"Intermedios";3;90;"Segunda mano/buen estado";1;0;1;0;1;1;"yecla";"Yecla";187463;3.20063159130068
"Alquiler de Piso en calle San Antón, 21";"San Antón";900;1;1;0;"Intermedios";3;90;"Segunda mano/buen estado";0;0;0;0;0;0;"san anton";NA;70277;15.3677590107717
"Alquiler de Piso en calle Santa Quiteria, 2";"San Lorenzo";900;1;2;0;"Intermedios";3;90;"Segunda mano/buen estado";1;0;0;0;0;1;"san lorenzo";NA;162111;6.66210189314729
"Alquiler de Piso en Santa María de Gracia";"santa maría de gracia";1340;1;2;0;"Intermedios";4;110;"Segunda mano/buen estado";0;0;0;0;1;0;"santa maria de gracia";NA;149655;10.7447128395309
"Alquiler de Piso en avenida Don Juan de Borbón";"Juan de Borbón";1150;1;1;0;"Primero";2;75;"Segunda mano/buen estado";1;0;1;1;0;1;"juan de borbon";NA;107643;12.8201555140604
"Alquiler de Piso en avenida Francisco Jiménez Ruiz";"Juan Carlos I";710;1;1;0;"Intermedios";1;45;"Segunda mano/buen estado";1;0;1;1;0;1;"juan carlos i";NA;81736;10.4238034648135
"Alquiler de Chalet adosado en calle José Antonio, 19";"Llano de Brujas";500;0;1;0;"Primero";2;100;"Segunda mano/buen estado";0;0;0;0;0;0;"llano de brujas";NA;81061;7.40183318735273
"Alquiler de Piso en calle Montijo, 17";"San Lorenzo";900;1;2;0;"Intermedios";2;101;"Segunda mano/buen estado";1;0;1;0;1;1;"san lorenzo";NA;191552;5.63815569662546
"Alquiler de Piso en calle 2 Zb Gp2, 2 g";"Guadalupe";850;1;1;0;"Bajo";1;50;"Segunda mano/buen estado";1;1;1;0;1;1;"guadalupe";NA;117643;8.67029912531982
"Alquiler de Piso en avenida de Granada, 2";"Centro";600;1;1;0;"Ultimos_pisos";3;86;"Segunda mano/buen estado";1;1;1;0;0;1;"centro";NA;204256;3.52498825003917
"Alquiler de Piso en calle Ángeles";"La Ñora";620;1;1;0;"Ultimos_pisos";1;53;"Segunda mano/buen estado";0;1;0;0;1;0;"la nora";NA;150522;4.94279905927373
"Alquiler de Piso en avenida Europa, 20";"San Diego-Los Ángeles-San Cristóbal";800;1;2;1;"Intermedios";4;121;"Segunda mano/buen estado";0;0;0;1;0;1;"san diego-los angeles-san cristobal";NA;135878;7.06516139478061
"Alquiler de Casa o chalet en Centro";"Águilas";550;0;2;0;"Primero";3;80;"Segunda mano/buen estado";0;0;0;0;0;0;"centro";NA;131709;5.01104708106508
"Alquiler de Piso en calle Pascual Amat, 28";"Yecla";490;0;1;0;"Primero";4;150;"Segunda mano/buen estado";0;0;0;0;0;0;"yecla";"Yecla";104977;5.60122693542395
"Alquiler de Piso en Torrealta-Ribera de Molina";"Molina de Segura";705;1;2;1;"Intermedios";4;149;"Segunda mano/buen estado";1;1;0;1;0;0;"torrealta-ribera de molina";NA;174767;4.84073080158153
"Alquiler de Piso en El Carmen";"el carmen";1100;1;2;0;"Primero";4;132;"Segunda mano/buen estado";0;0;1;0;1;1;"el carmen";NA;196553;6.71574588024604
"Alquiler de Piso en Alameda";"alameda";850;1;2;0;"Ultimos_pisos";3;115;"Segunda mano/buen estado";0;0;1;1;1;1;"alameda";NA;230087;4.43310573826422
"Alquiler de Piso en plaza Organista Sanchez Medina";"Ensanche";840;1;1;0;"Ultimos_pisos";3;90;"Segunda mano/buen estado";0;0;1;0;0;0;"ensanche";NA;154666;6.5172694709891
"Alquiler de Casa o chalet independiente en Los Narejos-Punta Calera";"Los Alcázares";1000;0;2;0;"Primero";4;113;"Segunda mano/buen estado";0;1;1;1;1;1;"los alcazares";"Los Alcázares";185881;6.45574319053588
"Alquiler de Piso en Santa Catalina-San Bartolomé";"santa catalina-san bartolomé";1750;1;2;0;"Ultimos_pisos";5;130;"Segunda mano/buen estado";1;0;0;0;0;0;"santa catalina-san bartolome";NA;240292;8.73936710335758
"Alquiler de Piso en calle Galileo, 2";"Vista Alegre";650;1;1;0;"Ultimos_pisos";2;79;"Segunda mano/buen estado";1;0;0;0;1;1;"vista alegre";NA;181651;4.29394828544847
"Alquiler de Piso en calle Junterones";"San Miguel";700;1;1;0;"Primero";3;64;"Segunda mano/buen estado";0;0;0;0;0;1;"san miguel";NA;83524;10.0569896077774
"Alquiler de Piso en calle Virgen del Rosario, 1";"Totana";525;0;1;0;"Primero";3;95;"Segunda mano/buen estado";1;1;0;0;0;1;"totana";"Totana";132118;4.76846455441348
"Alquiler de Piso en calle San Francisco, 11";"Juan de Borbón";930;1;2;1;"Intermedios";3;92;"Segunda mano/buen estado";1;1;0;1;0;1;"juan de borbon";NA;161704;6.90149903527433
"Alquiler de Piso en Guadalupe";"guadalupe";1000;0;2;0;"Intermedios";4;99;"Segunda mano/buen estado";0;0;1;0;0;0;"guadalupe";NA;143597;8.35672054430106
"Alquiler de Piso en avenida Doctor Meca, 68";"Puerto";500;1;1;0;"Primero";2;90;"Segunda mano/buen estado";1;1;1;0;0;1;"puerto";NA;145825;4.1145208297617
"Alquiler de Piso en avenida Monte Carmelo, 5";"Infante Juan Manuel";760;1;2;0;"Intermedios";4;110;"Segunda mano/buen estado";1;1;1;1;1;1;"infante juan manuel";NA;199230;4.57762385182954
"Alquiler de Piso en calle Maestro Gabriel Pardo Zapata, 4";"Santiago de la Ribera";550;0;1;0;"Primero";2;45;"Segunda mano/buen estado";1;0;0;0;0;1;"santiago de la ribera";NA;93855;7.03212402109637
"Alquiler de Piso en calle Plateria, 4";"Santa Catalina-San Bartolomé";900;1;1;0;"Intermedios";2;64;"Segunda mano/buen estado";1;0;0;0;0;1;"santa catalina-san bartolome";NA;92902;11.6251533874405
"Alquiler de Piso en calle Capitanes Ripoll, 6";"San Ginés-Virgen de la Caridad";720;1;2;0;"Ultimos_pisos";3;100;"Segunda mano/buen estado";1;0;1;0;0;0;"san gines-virgen de la caridad";NA;238729;3.61916650260337
"Alquiler de Piso en avenida Miguel Ángel Blanco";"Ronda Sur";950;1;2;1;"Otro";3;143;"Segunda mano/buen estado";1;0;0;1;0;1;"ronda sur";NA;170620;6.6815144766147
"Alquiler de Piso en Gran Vía de la Manga";"Playa de las Gaviotas-El Pedrucho";550;1;2;1;"Otro";2;100;"Segunda mano/buen estado";1;0;0;0;0;1;"playa de las gaviotas-el pedrucho";NA;167311;3.94474959805392
"Alquiler de Piso en San juan, 1";"san juan";750;1;1;0;"Intermedios";2;85;"Segunda mano/buen estado";1;0;0;1;0;1;"san juan";NA;85463;10.5308730093725
"Alquiler de Ático en pasaje de la Molinera, 3";"Centro";750;1;2;0;"Ultimos_pisos";4;140;"Segunda mano/buen estado";1;1;0;1;0;1;"centro";NA;254569;3.53538726239251
"Alquiler de Piso en calle Obispo Frutos, 7";"Santa Eulalia";1000;1;2;0;"Intermedios";4;100;"Segunda mano/buen estado";0;0;0;0;1;0;"santa eulalia";NA;145620;8.24062628759786
"Alquiler de Piso en calle Herradura, 2";"Santa Eulalia";840;1;2;0;"Intermedios";4;120;"Segunda mano/buen estado";0;0;0;0;0;0;"santa eulalia";NA;141100;7.14386959603118
"Alquiler de Piso en avenida de los Pinos";"Santa María de Gracia";900;1;2;0;"Intermedios";4;95;"Segunda mano/buen estado";1;0;0;1;0;1;"santa maria de gracia";NA;150087;7.19582642067601
"Alquiler de Piso en calle Luis Fontes Pagán, 4";"Vistabella";850;0;1;0;"Primero";3;100;"Segunda mano/buen estado";1;1;0;0;1;1;"vistabella";NA;146726;6.95173316249335
"Alquiler de Piso en carril Iglesia";"Juan de Borbón";680;1;1;0;"Bajo";1;55;"Segunda mano/buen estado";1;0;0;0;0;1;"juan de borbon";NA;76570;10.656915240956
"Alquiler de Piso en avenida Antonio Martinez Guirao";"Juan de Borbón";600;1;1;1;"Ultimos_pisos";1;50;"Segunda mano/buen estado";1;0;0;1;0;1;"juan de borbon";NA;138057;5.21523718464113
"Alquiler de Piso en La Concepción";"la concepción";650;0;1;0;"Primero";2;65;"Segunda mano/buen estado";0;0;0;0;1;0;"la concepcion";NA;79529;9.80774308742723
"Alquiler de Piso en carretera de Mula, 7";"mula";490;1;1;1;"Primero";2;61;"Segunda mano/buen estado";0;1;1;0;0;1;"mula";"Mula";109423;5.37364173893971
"Alquiler de Piso en calle Játiva, 4 NpisoD";"Yecla";580;1;2;0;"Primero";3;120;"Segunda mano/buen estado";1;0;0;1;1;0;"yecla";"Yecla";171020;4.06969945035668
"Alquiler de Piso en calle de la Gloria, 5";"San Juan";900;1;2;0;"Primero";4;120;"Segunda mano/buen estado";1;1;0;0;0;0;"san juan";NA;192430;5.61243049420569
"Alquiler de Piso en calle Antonio Puig, 2";"La Fama";700;0;1;1;"Intermedios";3;90;"Segunda mano/buen estado";1;0;0;0;0;0;"la fama";NA;88623;9.47835212078129
"Alquiler de Piso en avenida Pintor Portela";"San Ginés-Virgen de la Caridad";850;1;2;0;"Primero";4;120;"Segunda mano/buen estado";1;1;0;0;0;0;"san gines-virgen de la caridad";NA;192430;5.30062880008315
"Alquiler de Piso en calle Mahón, 7";"Espinardo";870;1;1;0;"Intermedios";3;103;"Segunda mano/buen estado";1;0;1;0;0;1;"espinardo";NA;124791;8.36598793182201
"Alquiler de Piso en calle Mayor, 222";"El Raal";450;1;1;0;"Intermedios";1;55;"Segunda mano/buen estado";0;0;1;0;0;0;"el raal";NA;66697;8.09631617613986
"Alquiler de Piso en calle Sierra del Oro s/n";"La Ñora";650;1;1;1;"Intermedios";1;65;"Segunda mano/buen estado";1;0;0;1;0;1;"la nora";NA;74003;10.5401132386525
"Alquiler de Piso en calle Santa Cecilia, 2";"Guadalupe";840;1;2;0;"Intermedios";3;108;"Segunda mano/buen estado";1;0;1;1;1;1;"guadalupe";NA;180335;5.58959713865861
"Alquiler de Piso en calle Pasicos de Jesús, 1";"La Ñora";900;1;2;0;"Intermedios";3;105;"Segunda mano/buen estado";1;0;0;0;0;1;"la nora";NA;168164;6.42230203848624
"Alquiler de Piso en avenida Ciudad de Almería";"La Purísima-Barriomar";790;1;1;0;"Ultimos_pisos";4;100;"Segunda mano/buen estado";0;0;0;0;1;0;"la purisima-barriomar";NA;158879;5.96680492701993
"Alquiler de Piso en avenida de la Libertad, 257";"Los Alcázares";650;1;1;0;"Primero";2;80;"Segunda mano/buen estado";1;1;1;1;0;1;"los alcazares";"Los Alcázares";125878;6.19647595290678
"Alquiler de Ático en calle Trapería, 3";"Catedral";1600;1;1;1;"Ultimos_pisos";2;65;"Segunda mano/buen estado";1;1;1;1;0;1;"catedral";NA;176480;10.8794197642792
"Alquiler de Piso en calle de Meseguer";"Los Alcázares";550;1;1;0;"Primero";1;50;"Segunda mano/buen estado";1;0;1;0;0;1;"los alcazares";"Los Alcázares";111597;5.91413747681389
"Alquiler de Chalet adosado en avenida Joaquín Blume";"Los Alcázares";1200;0;2;0;"Muchas_plantas";3;80;"Segunda mano/buen estado";0;0;0;0;0;0;"los alcazares";"Los Alcázares";142679;10.0925854540612
"Alquiler de Estudio en calle Escultor José Planes";"Espinardo";500;0;1;0;"Bajo";0;30;"Segunda mano/buen estado";1;0;0;0;1;1;"espinardo";NA;73890;8.12017864393017
"Alquiler de Piso en calle Escritor Sánchez Moreno";"Santa María de Gracia";1450;0;2;0;"Primero";4;145;"Segunda mano/buen estado";1;1;0;0;1;0;"santa maria de gracia";NA;211796;8.21545260533721
"Alquiler de Piso en San Miguel";"san miguel";950;1;2;0;"Ultimos_pisos";2;104;"Segunda mano/buen estado";1;0;1;0;1;1;"san miguel";NA;262870;4.33674439837182
"Alquiler de Casa o chalet independiente en calle Calarreona, 160";"Las Lomas-Las Yucas";1000;0;1;0;"Primero";3;94;"Segunda mano/buen estado";1;1;0;0;1;1;"las lomas-las yucas";NA;144305;8.31572017601608
"Alquiler de Estudio en calle Escultor José Planes, 16";"Espinardo";500;1;1;0;"Bajo";0;30;"Segunda mano/buen estado";1;0;0;0;1;1;"espinardo";NA;77203;7.77171871559395
"Alquiler de Casa o chalet independiente en Polígono y, 160";"Playa del Galán";850;0;2;0;"Primero";4;160;"Segunda mano/buen estado";0;1;0;0;0;0;"playa del galan";NA;182078;5.60199474950296
"Alquiler de Piso en calle Sierra Espuña, 10";"Santa María de Gracia";1100;0;2;0;"Intermedios";4;130;"Segunda mano/buen estado";1;0;0;0;0;0;"santa maria de gracia";NA;165003;7.99985454809913
"Alquiler de Piso en calle Topacio, 9";"Los Nietos";450;0;1;0;"Primero";2;64;"Segunda mano/buen estado";1;1;1;1;1;1;"los nietos";NA;128701;4.1957715946263
"Alquiler de Piso en calle Salitre, 8";"Casco Antiguo";700;1;1;0;"Primero";1;60;"Segunda mano/buen estado";1;0;1;0;1;1;"casco antiguo";NA;128222;6.55113787025627
"Alquiler de Piso en plaza Organista Sanchez Medina, 3";"Ensanche";840;1;1;0;"Ultimos_pisos";3;92;"Segunda mano/buen estado";1;0;0;0;1;0;"ensanche";NA;176961;5.69617034261787
"Alquiler de Ático en callejón San Crispín, 2";"Casco Antiguo";950;1;1;0;"Intermedios";2;75;"Segunda mano/buen estado";1;1;0;0;1;1;"casco antiguo";NA;126149;9.03693251631008
"Alquiler de Piso en calle San Fernando, 18";"Casco Antiguo";880;1;1;0;"Intermedios";4;130;"Segunda mano/buen estado";1;0;0;0;1;0;"casco antiguo";NA;124057;8.51221615870124
"Alquiler de Piso en calle Escritor Jerónimo Tristante";"Espinardo";700;1;2;1;"Primero";3;80;"Segunda mano/buen estado";0;0;0;1;0;1;"espinardo";NA;129396;6.49169989798757
"Alquiler de Piso en calle Madrid, 84";"Alcantarilla";625;0;1;1;"Bajo";3;110;"Segunda mano/buen estado";1;0;0;0;1;0;"alcantarilla";"Alcantarilla";98454;7.61777073557194
"Alquiler de Piso en La Paz";"la paz";850;1;2;1;"Primero";3;106;"Segunda mano/buen estado";1;1;1;1;1;1;"la paz";NA;206158;4.94766150234286
"Alquiler de Piso en calle Islas Cíes, 10";"Islas Menores-Mar de Cristal";600;1;1;1;"Primero";2;80;"Segunda mano/buen estado";1;1;1;1;0;1;"islas menores-mar de cristal";NA;124358;5.78973608453015
"Alquiler de Piso en carretera de Calabardina";"Los Collados-Los Geráneos";650;1;2;0;"Intermedios";2;180;"Segunda mano/buen estado";1;1;0;0;1;0;"los collados-los geraneos";NA;213559;3.65238645994784
"Alquiler de Piso en avenida de los Jerónimos";"La Ñora";900;1;2;0;"Intermedios";3;120;"Segunda mano/buen estado";1;0;0;1;1;1;"la nora";NA;170895;6.31966997279031
"Alquiler de Piso en calle Jara";"Casco Antiguo";1200;1;2;0;"Primero";4;149;"Segunda mano/buen estado";1;0;1;0;1;1;"casco antiguo";NA;226593;6.35500655360051
"Alquiler de Piso en ronda Norte, 16";"Santa María de Gracia";1000;1;2;0;"Ultimos_pisos";4;130;"Segunda mano/buen estado";1;0;1;0;0;0;"santa maria de gracia";NA;252704;4.74863872356591
"Alquiler de Chalet pareado en calle Baluma";"Roda";825;0;2;1;"Muchas_plantas";3;90;"Segunda mano/buen estado";1;0;0;1;0;1;"roda";NA;164268;6.02673679596757
"Alquiler de Piso en calle Angustias";"San Nicolás";690;1;1;1;"Intermedios";2;75;"Segunda mano/buen estado";0;0;0;0;0;1;"san nicolas";NA;72640;11.3986784140969
"Alquiler de Piso en calle Pintor Balaca, 4";"Alameda";800;1;2;1;"Ultimos_pisos";4;110;"Segunda mano/buen estado";1;0;1;1;0;0;"alameda";NA;227201;4.22533351525742
"Alquiler de Piso en Barriada Nuestra Señora de los Remedios, 1";"Santa María de Gracia";750;0;1;0;"Bajo";2;50;"Segunda mano/buen estado";1;1;0;0;0;1;"santa maria de gracia";NA;89328;10.0752283718431
"Alquiler de Piso en calle Polo de Medina";"Catedral";1200;1;2;1;"Primero";3;103;"Segunda mano/buen estado";0;0;0;1;0;1;"catedral";NA;138676;10.3839164671609
"Alquiler de Piso en ronda Norte, 6";"Santa María de Gracia";1100;0;2;0;"Intermedios";5;130;"Segunda mano/buen estado";1;1;0;0;0;0;"santa maria de gracia";NA;183091;7.20952968742319
"Alquiler de Piso en arco de Verónicas, 1";"San Pedro";900;1;1;0;"Intermedios";2;90;"Segunda mano/buen estado";1;0;1;0;0;1;"san pedro";NA;117675;9.17782026768642
"Alquiler de Piso en calle Vista Alegre";"Vista Alegre";950;0;2;0;"Bajo";2;70;"Segunda mano/buen estado";1;0;0;0;1;1;"vista alegre";NA;150619;7.56876622471269
"Alquiler de Casa o chalet en calle Alcaraván";"Los Peñascos-El Salero-Los Imbernones";850;0;1;1;"Muchas_plantas";2;65;"Segunda mano/buen estado";1;1;1;1;0;1;"los penascos-el salero-los imbernones";NA;125963;8.09761596659336
"Alquiler de Piso en calle Horno";"Mazarrón";350;0;1;1;"Bajo";2;80;"Segunda mano/buen estado";0;0;0;0;0;0;"mazarron";"Mazarrón";48708;8.62281350086228
"Alquiler de Ático en calle Jabonerías, 16";"Santa Catalina-San Bartolomé";900;1;1;0;"Intermedios";1;60;"Segunda mano/buen estado";1;1;1;0;1;1;"santa catalina-san bartolome";NA;132509;8.1503897848448
"Alquiler de Piso en calle Alcacil";"Gea y Truyols";600;1;2;0;"Otro";2;80;"Segunda mano/buen estado";1;0;0;0;0;1;"gea y truyols";NA;160761;4.47869819172561
"Alquiler de Ático en plaza Apolo";"Altorreal-El Chorrico";700;1;2;1;"Intermedios";3;115;"Segunda mano/buen estado";1;1;1;1;0;0;"altorreal-el chorrico";NA;173460;4.84261501210654
"Alquiler de Piso en kilometro 7 s/n";"Playa de las Gaviotas-El Pedrucho";450;0;1;0;"Bajo";2;65;"Segunda mano/buen estado";1;0;0;0;0;1;"playa de las gaviotas-el pedrucho";NA;79163;6.8213685686495
"Alquiler de Piso en calle de la u";"Hornillo";600;1;2;0;"Intermedios";3;93;"Segunda mano/buen estado";1;1;0;1;1;0;"hornillo";NA;164412;4.37924239106635
"Alquiler de Piso en avenida de Juan Carlos I";"Juan Carlos I";800;1;1;0;"Intermedios";2;77;"Segunda mano/buen estado";1;0;0;1;0;1;"juan carlos i";NA;82235;11.6738614944975
"Alquiler de Piso en calle Maestra María Maroto";"Vista Alegre";1100;0;2;0;"Intermedios";4;105;"Segunda mano/buen estado";0;0;0;0;1;1;"vista alegre";NA;156132;8.45438475136423
"Alquiler de Piso en calle Asdrúbal";"Alameda";850;1;2;0;"Ultimos_pisos";4;113;"Segunda mano/buen estado";1;1;1;0;1;1;"alameda";NA;286460;3.56070655588913
"Alquiler de Piso en calle Rector Francisco Sabater";"Cabezo de Torres";800;1;2;1;"Intermedios";4;114;"Segunda mano/buen estado";1;1;1;1;0;1;"cabezo de torres";NA;186733;5.14103024103934
"Alquiler de Piso en calle Mediterráneo";"Centro";615;0;2;0;"Intermedios";3;84;"Segunda mano/buen estado";0;1;0;1;0;0;"centro";NA;121698;6.06419168762018
"Alquiler de Piso en avenida Don Juan de Borbón, 53";"Juan de Borbón";740;1;1;1;"Intermedios";1;59;"Segunda mano/buen estado";1;0;0;1;1;1;"juan de borbon";NA;84172;10.5498265456446
"Alquiler de Piso en avenida Río Segura, 1";"El Carmen";900;1;2;0;"Ultimos_pisos";4;150;"Segunda mano/buen estado";1;1;0;0;0;0;"el carmen";NA;262710;4.11099691675231
"Alquiler de Piso en calle Torre de Romo, 1";"El Carmen";750;1;2;0;"Primero";2;105;"Segunda mano/buen estado";1;0;0;0;1;1;"el carmen";NA;190816;4.71658561126949
"Alquiler de Piso en calle Castillo de Aledo";"Altorreal-El Chorrico";755;0;2;1;"Bajo";3;130;"Segunda mano/buen estado";1;1;0;0;0;0;"altorreal-el chorrico";"Region from Substring Match";167000;5.4251497005988
"Alquiler de Piso en avenida Juan Carlos I";"Santa María de Gracia";1350;1;4;0;"Ultimos_pisos";4;118;"Segunda mano/buen estado";1;0;1;0;1;0;"santa maria de gracia";NA;374149;4.32982581805644
"Alquiler de Piso en avenida Reina Victoria Eugenia, 28 a";"Alameda";1050;1;2;0;"Ultimos_pisos";4;130;"Segunda mano/buen estado";1;1;1;1;1;1;"alameda";NA;277407;4.5420627453525
"Alquiler de Piso en calle San Antón s/n";"San Antón";900;1;1;0;"Ultimos_pisos";3;100;"Segunda mano/buen estado";1;0;0;0;1;0;"san anton";NA;180189;5.99370660806153
"Alquiler de Chalet pareado en calle Lacio";"El Plan-Polígono de Santa Ana";875;0;2;0;"Muchas_plantas";3;122;"Segunda mano/buen estado";1;1;0;0;0;0;"el plan-poligono de santa ana";NA;199024;5.27574563871694
"Alquiler de Piso en calle Olivo, 52";"El Palmar";800;1;2;0;"Primero";3;110;"Segunda mano/buen estado";0;0;0;0;0;0;"el palmar";NA;147127;6.52497502158
"Alquiler de Dúplex en calle Méjico";"Las Torres de Cotillas";700;0;2;1;"Primero";3;155;"Segunda mano/buen estado";1;1;0;1;1;1;"las torres de cotillas";"Las Torres de Cotillas";208334;4.03198709764129
"Alquiler de Ático en calle Seleccion Brasileña de Futbol";"Roldán";1000;1;2;0;"Intermedios";2;75;"Segunda mano/buen estado";1;1;1;1;1;1;"roldan";NA;181368;6.61638216223369
"Alquiler de Piso en Guadalupe";"guadalupe";750;1;2;0;"Primero";3;100;"Segunda mano/buen estado";0;1;0;0;1;1;"guadalupe";NA;183707;4.89910564104797
"Alquiler de Piso en Vista Alegre";"vista alegre";1200;1;2;0;"Intermedios";4;140;"Segunda mano/buen estado";1;1;0;0;1;0;"vista alegre";NA;201158;7.15855198401257
"Alquiler de Piso en calle Doctor Jose Tapia Sanz";"La Fama";1005;1;2;0;"Intermedios";4;170;"Segunda mano/buen estado";1;0;0;0;0;1;"la fama";NA;196261;6.14487850362527
"Alquiler de Chalet pareado en avenida Tito Didio";"Hondón-Torreciega";850;0;2;0;"Primero";4;143;"Segunda mano/buen estado";1;1;1;1;1;1;"hondon-torreciega";NA;221166;4.61192045793657
"Alquiler de Estudio en calle los Rosaos, 2";"Guadalupe";850;1;1;0;"Bajo";0;65;"Segunda mano/buen estado";1;1;0;1;0;1;"guadalupe";NA;79041;12.9046950316924
